well,od_600nm,identifier,replicate,growth_medium,date,run_number,elapsed_time_hr,avg_blank_value,strain,class
C3,0.094,GC001,1,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,WT,WT
C4,0.089,GC030,1,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆glt,Single KO
C5,0.099,GC052,1,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆nmp,Single KO
C6,0.093,GC055,1,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆mgl,Single KO
C7,0.096,GC049,1,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆pot,Single KO
C8,0.098,GC032,1,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆mal,Single KO
C9,0.09,GC053,1,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆opp,Single KO
C10,0.093,GC048,1,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆dpp,Single KO
D3,0.094,GC001,2,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,WT,WT
D4,0.087,GC030,2,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆glt,Single KO
D5,0.098,GC052,2,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆nmp,Single KO
D6,0.095,GC055,2,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆mgl,Single KO
D7,0.098,GC049,2,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆pot,Single KO
D8,0.099,GC032,2,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆mal,Single KO
D9,0.088,GC053,2,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆opp,Single KO
D10,0.095,GC048,2,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆dpp,Single KO
E3,0.092,GC001,3,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,WT,WT
E4,0.087,GC030,3,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆glt,Single KO
E5,0.099,GC052,3,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆nmp,Single KO
E6,0.096,GC055,3,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆mgl,Single KO
E7,0.099,GC049,3,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆pot,Single KO
E8,0.101,GC032,3,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆mal,Single KO
E9,0.089,GC053,3,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆opp,Single KO
E10,0.096,GC048,3,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆dpp,Single KO
F3,0.098,GC050,1,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆rbs,Single KO
F4,0.1,GC050,2,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆rbs,Single KO
F5,0.098,GC050,3,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆rbs,Single KO
F6,0.088,GC029,1,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆flh,Single KO
F7,0.089,GC029,2,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆flh,Single KO
F8,0.088,GC029,3,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆flh,Single KO
F9,0.097,GC047,1,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆his,Single KO
F10,0.098,GC047,2,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆his,Single KO
F11,0.096,GC047,3,aspartate-minus,2022-02-18,1,0.0,0.07925925925925928,∆his,Single KO
C3,0.094,GC001,1,aspartate-minus,2022-02-18,1,0.12555555555555556,0.07940740740740741,WT,WT
C4,0.089,GC030,1,aspartate-minus,2022-02-18,1,0.12555555555555556,0.07940740740740741,∆glt,Single KO
C5,0.099,GC052,1,aspartate-minus,2022-02-18,1,0.12555555555555556,0.07940740740740741,∆nmp,Single KO
C6,0.093,GC055,1,aspartate-minus,2022-02-18,1,0.12555555555555556,0.07940740740740741,∆mgl,Single KO
C7,0.097,GC049,1,aspartate-minus,2022-02-18,1,0.12555555555555556,0.07940740740740741,∆pot,Single KO
C8,0.098,GC032,1,aspartate-minus,2022-02-18,1,0.12555555555555556,0.07940740740740741,∆mal,Single KO
C9,0.09,GC053,1,aspartate-minus,2022-02-18,1,0.12555555555555556,0.07940740740740741,∆opp,Single KO
C10,0.093,GC048,1,aspartate-minus,2022-02-18,1,0.12555555555555556,0.07940740740740741,∆dpp,Single KO
D3,0.094,GC001,2,aspartate-minus,2022-02-18,1,0.12555555555555556,0.07940740740740741,WT,WT
D4,0.087,GC030,2,aspartate-minus,2022-02-18,1,0.12555555555555556,0.07940740740740741,∆glt,Single KO
D5,0.098,GC052,2,aspartate-minus,2022-02-18,1,0.12555555555555556,0.07940740740740741,∆nmp,Single KO
D6,0.095,GC055,2,aspartate-minus,2022-02-18,1,0.12555555555555556,0.07940740740740741,∆mgl,Single KO
D7,0.098,GC049,2,aspartate-minus,2022-02-18,1,0.12555555555555556,0.07940740740740741,∆pot,Single KO
D8,0.099,GC032,2,aspartate-minus,2022-02-18,1,0.12555555555555556,0.07940740740740741,∆mal,Single KO
D9,0.088,GC053,2,aspartate-minus,2022-02-18,1,0.12555555555555556,0.07940740740740741,∆opp,Single KO
D10,0.095,GC048,2,aspartate-minus,2022-02-18,1,0.12555555555555556,0.07940740740740741,∆dpp,Single KO
E3,0.092,GC001,3,aspartate-minus,2022-02-18,1,0.12555555555555556,0.07940740740740741,WT,WT
