well,od_600nm,identifier,replicate,growth_medium,date,run_number,elapsed_time_hr,avg_blank_value,strain,class
E7,0.101,GC049,3,aspartate-minus,2022-02-17,1,0.12555555555555556,0.07981481481481482,∆pot,Single KO
E8,0.099,GC032,3,aspartate-minus,2022-02-17,1,0.12555555555555556,0.07981481481481482,∆mal,Single KO
E9,0.093,GC053,3,aspartate-minus,2022-02-17,1,0.12555555555555556,0.07981481481481482,∆opp,Single KO
E10,0.1,GC048,3,aspartate-minus,2022-02-17,1,0.12555555555555556,0.07981481481481482,∆dpp,Single KO
F3,0.102,GC050,1,aspartate-minus,2022-02-17,1,0.12555555555555556,0.07981481481481482,∆rbs,Single KO
F4,0.103,GC050,2,aspartate-minus,2022-02-17,1,0.12555555555555556,0.07981481481481482,∆rbs,Single KO
F5,0.104,GC050,3,aspartate-minus,2022-02-17,1,0.12555555555555556,0.07981481481481482,∆rbs,Single KO
F6,0.089,GC029,1,aspartate-minus,2022-02-17,1,0.12555555555555556,0.07981481481481482,∆flh,Single KO
F7,0.089,GC029,2,aspartate-minus,2022-02-17,1,0.12555555555555556,0.07981481481481482,∆flh,Single KO
F8,0.088,GC029,3,aspartate-minus,2022-02-17,1,0.12555555555555556,0.07981481481481482,∆flh,Single KO
F9,0.101,GC047,1,aspartate-minus,2022-02-17,1,0.12555555555555556,0.07981481481481482,∆his,Single KO
F10,0.101,GC047,2,aspartate-minus,2022-02-17,1,0.12555555555555556,0.07981481481481482,∆his,Single KO
F11,0.1,GC047,3,aspartate-minus,2022-02-17,1,0.12555555555555556,0.07981481481481482,∆his,Single KO
C3,0.107,GC001,1,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,WT,WT
C4,0.089,GC030,1,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆glt,Single KO
C5,0.099,GC052,1,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆nmp,Single KO
C6,0.094,GC055,1,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆mgl,Single KO
C7,0.1,GC049,1,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆pot,Single KO
C8,0.096,GC032,1,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆mal,Single KO
C9,0.095,GC053,1,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆opp,Single KO
C10,0.096,GC048,1,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆dpp,Single KO
D3,0.105,GC001,2,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,WT,WT
D4,0.086,GC030,2,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆glt,Single KO
D5,0.095,GC052,2,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆nmp,Single KO
D6,0.094,GC055,2,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆mgl,Single KO
D7,0.1,GC049,2,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆pot,Single KO
D8,0.097,GC032,2,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆mal,Single KO
D9,0.092,GC053,2,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆opp,Single KO
D10,0.097,GC048,2,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆dpp,Single KO
E3,0.103,GC001,3,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,WT,WT
E4,0.087,GC030,3,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆glt,Single KO
E5,0.099,GC052,3,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆nmp,Single KO
E6,0.1,GC055,3,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆mgl,Single KO
E7,0.102,GC049,3,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆pot,Single KO
E8,0.098,GC032,3,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆mal,Single KO
E9,0.093,GC053,3,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆opp,Single KO
E10,0.1,GC048,3,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆dpp,Single KO
F3,0.103,GC050,1,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆rbs,Single KO
F4,0.104,GC050,2,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆rbs,Single KO
F5,0.106,GC050,3,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆rbs,Single KO
F6,0.09,GC029,1,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆flh,Single KO
F7,0.09,GC029,2,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆flh,Single KO
F8,0.088,GC029,3,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆flh,Single KO
F9,0.101,GC047,1,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆his,Single KO
F10,0.101,GC047,2,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆his,Single KO
F11,0.099,GC047,3,aspartate-minus,2022-02-17,1,0.2511111111111111,0.07988888888888888,∆his,Single KO
C3,0.107,GC001,1,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,WT,WT
C4,0.089,GC030,1,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆glt,Single KO
C5,0.099,GC052,1,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆nmp,Single KO
C6,0.094,GC055,1,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆mgl,Single KO
C7,0.1,GC049,1,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆pot,Single KO
C8,0.096,GC032,1,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆mal,Single KO
C9,0.095,GC053,1,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆opp,Single KO
C10,0.096,GC048,1,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆dpp,Single KO
D3,0.105,GC001,2,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,WT,WT
D4,0.086,GC030,2,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆glt,Single KO
D5,0.095,GC052,2,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆nmp,Single KO
D6,0.094,GC055,2,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆mgl,Single KO
D7,0.1,GC049,2,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆pot,Single KO
D8,0.097,GC032,2,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆mal,Single KO
D9,0.092,GC053,2,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆opp,Single KO
D10,0.095,GC048,2,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆dpp,Single KO
E3,0.103,GC001,3,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,WT,WT
E4,0.087,GC030,3,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆glt,Single KO
E5,0.099,GC052,3,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆nmp,Single KO
E6,0.1,GC055,3,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆mgl,Single KO
E7,0.102,GC049,3,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆pot,Single KO
E8,0.098,GC032,3,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆mal,Single KO
E9,0.093,GC053,3,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆opp,Single KO
E10,0.1,GC048,3,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆dpp,Single KO
F3,0.104,GC050,1,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆rbs,Single KO
F4,0.104,GC050,2,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆rbs,Single KO
F5,0.105,GC050,3,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆rbs,Single KO
F6,0.09,GC029,1,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆flh,Single KO
F7,0.09,GC029,2,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆flh,Single KO
F8,0.089,GC029,3,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆flh,Single KO
F9,0.101,GC047,1,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆his,Single KO
F10,0.101,GC047,2,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆his,Single KO
F11,0.1,GC047,3,aspartate-minus,2022-02-17,1,0.37666666666666665,0.07996296296296296,∆his,Single KO
C3,0.108,GC001,1,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,WT,WT
C4,0.089,GC030,1,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆glt,Single KO
C5,0.099,GC052,1,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆nmp,Single KO
C6,0.094,GC055,1,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆mgl,Single KO
C7,0.1,GC049,1,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆pot,Single KO
C8,0.097,GC032,1,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆mal,Single KO
C9,0.095,GC053,1,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆opp,Single KO
C10,0.096,GC048,1,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆dpp,Single KO
D3,0.105,GC001,2,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,WT,WT
D4,0.086,GC030,2,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆glt,Single KO
D5,0.095,GC052,2,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆nmp,Single KO
D6,0.094,GC055,2,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆mgl,Single KO
D7,0.101,GC049,2,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆pot,Single KO
D8,0.097,GC032,2,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆mal,Single KO
D9,0.092,GC053,2,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆opp,Single KO
D10,0.095,GC048,2,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆dpp,Single KO
E3,0.103,GC001,3,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,WT,WT
E4,0.087,GC030,3,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆glt,Single KO
E5,0.098,GC052,3,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆nmp,Single KO
E6,0.102,GC055,3,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆mgl,Single KO
E7,0.103,GC049,3,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆pot,Single KO
E8,0.098,GC032,3,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆mal,Single KO
E9,0.093,GC053,3,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆opp,Single KO
E10,0.1,GC048,3,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆dpp,Single KO
F3,0.104,GC050,1,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆rbs,Single KO
F4,0.105,GC050,2,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆rbs,Single KO
F5,0.106,GC050,3,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆rbs,Single KO
F6,0.09,GC029,1,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆flh,Single KO
F7,0.09,GC029,2,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆flh,Single KO
F8,0.089,GC029,3,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆flh,Single KO
F9,0.101,GC047,1,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆his,Single KO
F10,0.101,GC047,2,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆his,Single KO
F11,0.1,GC047,3,aspartate-minus,2022-02-17,1,0.5022222222222222,0.07988888888888887,∆his,Single KO
C3,0.108,GC001,1,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,WT,WT
C4,0.089,GC030,1,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆glt,Single KO
C5,0.099,GC052,1,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆nmp,Single KO
C6,0.095,GC055,1,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆mgl,Single KO
C7,0.101,GC049,1,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆pot,Single KO
C8,0.096,GC032,1,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆mal,Single KO
C9,0.095,GC053,1,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆opp,Single KO
C10,0.096,GC048,1,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆dpp,Single KO
D3,0.106,GC001,2,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,WT,WT
D4,0.086,GC030,2,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆glt,Single KO
D5,0.095,GC052,2,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆nmp,Single KO
D6,0.095,GC055,2,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆mgl,Single KO
D7,0.101,GC049,2,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆pot,Single KO
D8,0.097,GC032,2,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆mal,Single KO
D9,0.092,GC053,2,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆opp,Single KO
D10,0.095,GC048,2,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆dpp,Single KO
E3,0.103,GC001,3,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,WT,WT
E4,0.087,GC030,3,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆glt,Single KO
E5,0.099,GC052,3,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆nmp,Single KO
E6,0.101,GC055,3,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆mgl,Single KO
E7,0.103,GC049,3,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆pot,Single KO
E8,0.098,GC032,3,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆mal,Single KO
E9,0.093,GC053,3,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆opp,Single KO
E10,0.1,GC048,3,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆dpp,Single KO
F3,0.104,GC050,1,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆rbs,Single KO
F4,0.106,GC050,2,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆rbs,Single KO
F5,0.106,GC050,3,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆rbs,Single KO
F6,0.09,GC029,1,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆flh,Single KO
F7,0.09,GC029,2,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆flh,Single KO
F8,0.089,GC029,3,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆flh,Single KO
F9,0.101,GC047,1,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆his,Single KO
F10,0.101,GC047,2,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆his,Single KO
F11,0.101,GC047,3,aspartate-minus,2022-02-17,1,0.6277777777777778,0.07992592592592593,∆his,Single KO
C3,0.108,GC001,1,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,WT,WT
C4,0.089,GC030,1,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆glt,Single KO
C5,0.099,GC052,1,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆nmp,Single KO
C6,0.095,GC055,1,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆mgl,Single KO
C7,0.102,GC049,1,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆pot,Single KO
C8,0.096,GC032,1,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆mal,Single KO
C9,0.095,GC053,1,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆opp,Single KO
C10,0.097,GC048,1,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆dpp,Single KO
D3,0.106,GC001,2,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,WT,WT
D4,0.086,GC030,2,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆glt,Single KO
D5,0.095,GC052,2,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆nmp,Single KO
D6,0.095,GC055,2,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆mgl,Single KO
D7,0.102,GC049,2,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆pot,Single KO
D8,0.097,GC032,2,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆mal,Single KO
D9,0.092,GC053,2,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆opp,Single KO
D10,0.098,GC048,2,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆dpp,Single KO
E3,0.103,GC001,3,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,WT,WT
E4,0.087,GC030,3,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆glt,Single KO
E5,0.099,GC052,3,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆nmp,Single KO
E6,0.101,GC055,3,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆mgl,Single KO
E7,0.103,GC049,3,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆pot,Single KO
E8,0.099,GC032,3,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆mal,Single KO
E9,0.093,GC053,3,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆opp,Single KO
E10,0.101,GC048,3,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆dpp,Single KO
F3,0.104,GC050,1,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆rbs,Single KO
F4,0.105,GC050,2,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆rbs,Single KO
F5,0.105,GC050,3,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆rbs,Single KO
F6,0.091,GC029,1,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆flh,Single KO
F7,0.091,GC029,2,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆flh,Single KO
F8,0.09,GC029,3,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆flh,Single KO
F9,0.102,GC047,1,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆his,Single KO
F10,0.103,GC047,2,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆his,Single KO
F11,0.101,GC047,3,aspartate-minus,2022-02-17,1,0.7533333333333333,0.0801111111111111,∆his,Single KO
C3,0.108,GC001,1,aspartate-minus,2022-02-17,1,0.8788888888888889,0.08033333333333331,WT,WT
C4,0.089,GC030,1,aspartate-minus,2022-02-17,1,0.8788888888888889,0.08033333333333331,∆glt,Single KO
C5,0.1,GC052,1,aspartate-minus,2022-02-17,1,0.8788888888888889,0.08033333333333331,∆nmp,Single KO
C6,0.095,GC055,1,aspartate-minus,2022-02-17,1,0.8788888888888889,0.08033333333333331,∆mgl,Single KO
C7,0.103,GC049,1,aspartate-minus,2022-02-17,1,0.8788888888888889,0.08033333333333331,∆pot,Single KO
C8,0.097,GC032,1,aspartate-minus,2022-02-17,1,0.8788888888888889,0.08033333333333331,∆mal,Single KO
C9,0.095,GC053,1,aspartate-minus,2022-02-17,1,0.8788888888888889,0.08033333333333331,∆opp,Single KO
C10,0.097,GC048,1,aspartate-minus,2022-02-17,1,0.8788888888888889,0.08033333333333331,∆dpp,Single KO
D3,0.107,GC001,2,aspartate-minus,2022-02-17,1,0.8788888888888889,0.08033333333333331,WT,WT
D4,0.086,GC030,2,aspartate-minus,2022-02-17,1,0.8788888888888889,0.08033333333333331,∆glt,Single KO
D5,0.095,GC052,2,aspartate-minus,2022-02-17,1,0.8788888888888889,0.08033333333333331,∆nmp,Single KO
